customer_id,full_name,email,city,country,created_at,status
123,Customer 123,user123@mail.com,prishtina,,2026-01-12,ACTIVE
124,Customer 124,user124@mail.com,Ferizaj,North Macedonia,2026-15-99,blocked
125,Customer 125,user125@mail.com,Prishtina,North Macedonia,2026-01-14,Active
126,Customer 126,user126 mail.com,Vushtrri,,2026-01-15,unknown
127,Customer 127,user127@mail.com,prishtina,Kosovo,2026-01-16,active
128,Customer 128,user128@mail.com,prishtina,Kosovo,2026-01-17,Active
129,Customer 129,user129@mail.com,Gjilan,Kosovo,2026-01-18,active
130,Customer 130,user130@mail.com,Gjilan,Albania,2026-01-19,blocked
131,Customer 131,user131@mail.com,Gjilan,North Macedonia,2026-01-20,active
132,Customer 132,user132mail.com,Vushtrri,North Macedonia,2026-01-21,Active
133,Customer 133,user133@mail.com,prishtina,,2026-01-22,ACTIVE
134,Customer 134,user134@mail.com,Prizren,North Macedonia,2026-01-23,ACTIVE
135,,user135@mail.com,Gjilan,Kosovo,2026-01-24,ACTIVE
136,Customer 136,user136@mail.com,Gjilan,Kosovo,2026-01-25,unknown
137,Customer 137,user137@mail.com,Peja,Kosovo,2026-01-26,Active
138,Customer 138,user138@mail.com,prishtina,North Macedonia,2026-01-27,ACTIVE
139,Customer 139,user139@mail.com,Ferizaj,North Macedonia,2026-01-28,Active
140,Customer 140,user140@mail.com,Prizren,Kosovo,2026-01-01,unknown
141,Customer 141,user141@mail.com,Peja,Kosovo,2026-01-02,active
142,Customer 142,user142@mail.com,Gjilan,Kosovo,2026-01-03,active
143,Customer 143,user143@mail.com,Peja,,2026-01-04,Active
144,Customer 144,user144 mail.com,Vushtrri,Albania,2026-01-05,Active
145,Customer 145,user145@mail.com, Gjakova ,Albania,2026-01-06,Active
146,Customer 146,user146@mail.com,Ferizaj,Kosovo,2026-01-07,Active
147,Customer 147,user147@mail.com,Prishtina,Kosovo,2026-01-08,ACTIVE
148,Customer 148,user148@mail.com,Vushtrri,Albania,2026-01-09,unknown
149,Customer 149,user149@mail.com, Gjakova ,Albania,2026-01-10,blocked
150,Customer 150,user150@mail.com,prishtina,North Macedonia,2026-01-11,blocked
151,Customer 151,user151@mail.com,Vushtrri,North Macedonia,2026-01-12,unknown
152,Customer 152,user152@mail.com,Gjilan,Albania,2026-01-13,active
153,Customer 153,user153@mail.com,Ferizaj,Albania,2026-01-14,active
154,Customer 154,user154mail.com,Mitrovica,,2026-01-15,ACTIVE
155,Customer 155,user155@mail.com,Prizren,Kosovo,2026-15-99,ACTIVE
156,Customer 156,user156@mail.com,Gjilan,North Macedonia,2026-01-17,active
157,Customer 157,user157@mail.com,Prishtina,Kosovo,2026-01-18,blocked
158,Customer 158,user158@mail.com,Vushtrri,,2026-01-19,unknown
159,Customer 159,user159@mail.com,Peja,,2026-01-20,ACTIVE
159,Customer 160,user160@mail.com, Gjakova ,Albania,2026-01-21,active
161,Customer 161,user161@mail.com,Gjilan,North Macedonia,2026-01-22,ACTIVE
162,,user162 mail.com,Gjilan,,2026-01-23,Active
163,Customer 163,user163@mail.com,Vushtrri,,2026-01-24,active
164,Customer 164,user164@mail.com,Prishtina,,2026-01-25,active
165,Customer 165,user165@mail.com,Ferizaj,Albania,2026-01-26,ACTIVE
166,Customer 166,user166@mail.com,Ferizaj,North Macedonia,2026-01-27,ACTIVE
167,Customer 167,user167@mail.com, Gjakova ,,2026-01-28,unknown
168,Customer 168,user168@mail.com,Peja,Albania,2026-01-01,unknown
169,Customer 169,user169@mail.com,Prishtina,Kosovo,2026-01-02,Active
170,Customer 170,user170@mail.com,prishtina,Albania,2026-01-03,blocked
171,Customer 171,user171@mail.com,Prishtina,North Macedonia,2026-01-04,ACTIVE
172,Customer 172,user172@mail.com,Gjilan,,2026-01-05,active
173,Customer 173,user173@mail.com,prishtina,Albania,2026-01-06,unknown
174,Customer 174,user174@mail.com,Mitrovica,,2026-01-07,blocked
175,Customer 175,user175@mail.com,Prizren,,2026-01-08,unknown
176,Customer 176,user176mail.com,Prizren,Kosovo,2026-01-09,unknown
177,Customer 177,user177@mail.com,Mitrovica,Albania,2026-01-10,unknown
178,Customer 178,user178@mail.com,Vushtrri,Kosovo,2026-01-11,unknown
179,Customer 179,user179@mail.com,Peja,Kosovo,2026-01-12,ACTIVE
180,Customer 180,user180 mail.com,Prishtina,Albania,2026-01-13,Active
181,Customer 181,user181@mail.com,prishtina,North Macedonia,2026-01-14,blocked
182,Customer 182,user182@mail.com,Vushtrri,Kosovo,2026-01-15,ACTIVE
183,Customer 183,user183@mail.com,Vushtrri,Albania,2026-01-16,blocked
184,Customer 184,user184@mail.com,Gjilan,Kosovo,2026-01-17,blocked
185,Customer 185,user185@mail.com,prishtina,Kosovo,2026-01-18,unknown
186,Customer 186,user186@mail.com,prishtina,North Macedonia,2026-15-99,Active
187,Customer 187,user187@mail.com,prishtina,,2026-01-20,active
188,Customer 188,user188@mail.com,Peja,Albania,2026-01-21,blocked
189,,user189@mail.com, Gjakova ,North Macedonia,2026-01-22,ACTIVE
190,Customer 190,user190@mail.com, Gjakova ,,2026-01-23,ACTIVE
191,Customer 191,user191@mail.com,Peja,Kosovo,2026-01-24,unknown
192,Customer 192,user192@mail.com,Prizren,,2026-01-25,Active
193,Customer 193,user193@mail.com,Gjilan,Albania,2026-01-26,ACTIVE
194,Customer 194,user194@mail.com, Gjakova ,Kosovo,2026-01-27,blocked
195,Customer 195,user195@mail.com,Gjilan,Kosovo,2026-01-28,active
196,Customer 196,user196@mail.com, Gjakova ,,2026-01-01,unknown
197,Customer 197,user197@mail.com,Gjilan,North Macedonia,2026-01-02,blocked
198,Customer 198,user198mail.com, Gjakova ,Kosovo,2026-01-03,unknown
199,Customer 199,user199@mail.com,Peja,,2026-01-04,ACTIVE
199,Customer 200,user200@mail.com, Gjakova ,Kosovo,2026-01-05,Active
